Id,SalePrice
1902,141368.16
1903,218344.45
1904,132945.72
1905,191639.92
1906,158989.64
1907,209381.27
1908,108082.78
1909,136030.34
1910,124563.54
1911,208312.7
1912,313710.2
1913,146303.45
1914,57300.625
1915,308865.7
1916,67721.37
1917,266688.47
1918,144609.44
1919,175278.94
1920,144061.45
1921,443066.0
1922,324009.4
1923,219427.84
1924,223532.81
1925,199074.78
1926,414927.12
1927,133178.58
1928,148776.88
1929,120927.1
1930,129019.79
1931,147152.84
1932,141809.17
1933,177875.25
1934,181355.52
1935,168786.7
1936,185490.97
1937,180971.8
1938,170649.97
1939,240292.4
1940,190878.4
1941,169387.53
1942,179462.97
1943,205538.53
1944,342091.0
1945,382626.2
1946,144535.95
1947,309396.66
1948,165982.05
1949,239114.44
1950,181663.12
1951,249838.17
1952,216650.03
1953,169677.1
1954,182746.38
1955,133510.62
1956,301116.94
1957,148271.9
1958,320001.62
1959,144128.38
1960,114842.89
1961,116064.07
1962,97244.5
1963,103271.84
1964,107816.87
1965,152132.72
1966,146314.33
1967,280360.9
1968,433190.94
1969,408602.2
1970,451935.72
1971,457805.8
1972,386087.16
1973,262246.53
1974,318031.7
1975,490712.5
1976,266254.16
1977,366707.53
1978,351652.28
1979,332476.3
1980,189481.67
1981,365735.2
1982,223440.73
1983,206353.42
1984,172048.94
1985,215439.77
1986,215212.03
1987,180251.64
1988,174313.4
1989,196861.33
1990,208231.47
1991,229077.44
1992,214868.53
1993,166983.89
1994,239058.12
1995,191106.45
1996,247529.62
1997,317947.38
1998,344400.75
1999,258876.03
2000,323189.75
2001,256195.52
2002,239204.08
2003,265919.72
2004,273672.88
2005,222642.44
2006,228534.97
2007,248128.06
2008,215816.1
2009,185955.03
2010,199959.94
2011,139808.06
2012,176240.72
2013,178317.02
2014,186082.94
2015,207358.92
2016,185486.02
2017,197211.22
2018,123155.3
2019,135437.73
2020,113867.05
2021,107479.93
2022,181390.47
2023,139732.89
2024,258801.48
2025,358057.34
2026,174161.7
2027,147229.06
2028,155699.78
2029,161511.56
2030,269182.62
2031,240638.7
2032,260699.25
2033,270954.88
2034,163067.47
2035,210797.19
2036,197455.69
2037,207882.45
2038,300864.9
2039,220492.86
2040,285183.1
2041,290157.66
2042,202825.28
2043,171208.78
2044,166665.69
2045,223233.5
2046,147067.39
2047,146967.56
2048,140112.27
2049,143084.1
2050,184791.06
2051,106583.01
2052,122272.31
2053,151544.52
2054,84235.29
2055,153126.6
2056,142806.0
2057,118806.5
2058,217101.75
2059,137957.5
2060,174178.81
2061,185667.95
2062,133597.1
2063,111395.01
2064,139345.11
2065,118252.945
2066,162544.55
2067,109441.56
2068,144288.45
2069,89577.55
2070,117872.6
2071,94139.83
2072,130103.66
2073,138218.9
2074,195514.6
2075,149947.03
2076,120889.164
2077,159582.23
2078,129589.26
2079,135291.08
2080,120313.625
2081,128043.336
2082,129987.695
2083,145932.5
2084,112714.45
2085,118763.91
2086,114084.22
2087,123781.25
2088,98676.18
2089,75350.164
2090,127259.7
2091,116669.445
2092,128647.01
2093,116755.04
2094,110869.64
2095,152156.08
2096,80111.05
2097,91832.59
2098,144666.55
2099,51663.38
2100,83840.01
2101,116666.22
2102,123145.195
2103,102068.1
2104,138299.22
2105,114263.125
2106,63522.004
2107,210477.78
2108,113934.61
2109,110301.19
2110,139236.84
2111,145738.34
2112,136432.31
2113,123242.59
2114,108995.03
2115,162338.5
2116,121485.18
2117,152252.03
2118,121058.64
2119,108551.56
2120,111295.51
2121,87821.41
2122,114987.99
2123,84016.266
2124,157449.81
2125,124180.54
2126,135615.31
2127,158911.28
2128,119739.805
2129,92227.11
2130,138249.77
2131,130874.21
2132,122404.38
2133,130946.875
2134,115719.234
2135,95180.97
2136,76836.625
2137,112351.59
2138,134094.4
2139,151177.72
2140,143488.58
2141,145646.78
2142,126375.24
2143,147427.17
2144,118567.67
2145,136955.2
2146,163733.97
2147,133062.17
2148,131788.53
2149,148007.72
2150,231818.2
2151,113763.28
2152,183008.33
2153,167123.61
2154,113165.75
2155,137657.98
2156,270111.72
2157,233629.03
2158,239137.25
2159,210532.6
2160,175882.4
2161,245955.86
2162,427355.56
2163,370983.12
2164,245906.12
2165,185721.97
2166,152391.78
2167,228091.02
2168,194851.73
2169,202530.72
2170,218706.66
2171,149148.94
2172,131477.83
2173,164562.4
2174,230926.97
2175,303492.8
2176,316377.28
2177,237021.14
2178,218136.11
2179,142653.0
2180,214971.83
2181,188252.38
2182,218293.03
2183,189756.19
2184,125702.72
2185,116348.77
2186,154030.88
2187,150195.5
2188,157973.23
2189,294852.66
2190,83026.11
2191,83649.375
2192,92440.91
2193,107780.88
2194,104058.305
2195,112754.336
2196,102330.87
2197,128248.16
2198,162120.81
2199,173820.38
2200,147845.2
2201,147281.44
2202,214257.52
2203,129699.54
2204,178592.56
2205,112628.27
2206,144471.03
2207,214422.06
2208,251016.3
2209,230798.84
2210,115658.0
2211,110637.375
2212,120590.36
2213,104301.83
2214,133454.48
2215,102550.78
2216,150605.42
2217,73828.92
2218,64318.68
2219,66706.16
2220,60901.863
2221,311073.0
2222,268123.97
2223,302792.03
2224,216617.8
2225,121025.516
2226,189513.84
2227,202048.61
2228,261229.11
2229,262458.7
2230,145497.27
2231,213629.9
2232,176880.9
2233,172865.2
2234,240477.88
2235,219518.69
2236,286547.3
2237,356588.94
2238,199827.64
2239,118178.65
2240,158854.16
2241,161399.62
2242,127157.8
2243,134184.72
2244,103574.36
2245,101406.68
2246,141657.38
2247,102548.14
2248,124816.47
2249,127747.43
2250,135701.48
2251,101623.16
2252,170918.23
2253,149163.44
2254,170457.06
2255,187305.22
2256,182947.6
2257,206425.86
2258,168009.4
2259,178094.05
2260,155261.9
2261,182370.83
2262,211681.38
2263,354744.78
2264,489382.44
2265,161796.3
2266,296044.25
2267,383475.56
2268,405983.44
2269,141251.19
2270,198254.4
2271,214475.03
2272,199450.28
2273,164194.31
2274,173461.69
2275,163221.03
2276,189572.05
2277,188482.5
2278,150263.12
2279,129003.67
2280,122530.87
2281,164901.42
2282,183618.81
2283,103382.12
2284,113946.89
2285,146527.14
2286,124579.45
2287,359785.56
2288,266238.7
2289,394465.75
2290,479202.1
2291,321795.6
2292,446163.88
2293,487857.28
2294,412444.03
2295,473870.84
2296,305390.75
2297,318025.03
2298,334292.7
2299,386174.06
2300,350853.03
2301,289740.94
2302,239200.42
2303,241589.75
2304,242658.16
2305,185505.47
2306,182012.38
2307,186070.16
2308,228214.38
2309,286271.44
2310,209175.69
2311,191337.33
2312,179096.05
2313,171858.72
2314,179844.0
2315,179500.28
2316,187571.92
2317,183419.98
2318,180807.39
2319,188339.1
2320,185900.94
2321,238093.64
2322,181245.56
2323,180635.56
2324,163098.58
2325,219372.4
2326,167700.78
2327,204651.9
2328,222889.3
2329,186502.39
2330,180611.44
2331,354370.47
2332,396075.0
2333,317980.44
2334,244451.77
2335,269916.28
2336,336077.0
2337,196718.12
2338,282106.66
2339,213301.94
2340,413127.44
2341,220672.94
2342,234733.62
2343,221973.33
2344,207955.03
2345,241602.66
2346,213731.19
2347,194157.8
2348,240985.25
2349,169547.53
2350,299355.44
2351,262452.7
2352,250418.53
2353,224778.25
2354,137750.7
2355,143324.88
2356,155901.11
2357,192209.53
2358,197547.03
2359,136891.22
2360,119515.85
2361,146924.69
2362,295125.28
2363,137985.8
2364,152714.75
2365,221907.94
2366,194657.1
2367,230142.31
2368,217423.11
2369,225711.38
2370,162930.83
2371,161543.44
2372,188262.6
2373,275653.66
2374,323418.8
2375,259035.58
2376,271442.4
2377,361455.97
2378,134992.33
2379,198927.88
2380,148547.75
2381,170721.11
2382,205372.19
2383,211516.3
2384,246413.44
2385,163867.06
2386,137372.88
2387,138496.53
2388,100497.64
2389,124371.59
2390,146901.7
2391,144600.47
2392,115220.6
2393,167410.27
2394,137622.02
2395,207939.95
2396,140968.17
2397,234193.4
2398,139728.48
2399,64024.74
2400,60846.54
2401,112272.66
2402,139008.23
2403,139883.16
2404,149772.53
2405,163280.36
2406,144852.9
2407,128633.516
2408,147787.25
2409,123715.516
2410,171332.6
2411,118738.766
2412,153488.75
2413,132573.11
2414,140646.03
2415,135380.0
2416,126136.836
2417,131988.52
2418,132334.23
2419,131617.58
2420,125148.06
2421,147322.45
2422,109610.15
2423,124800.28
2424,155177.53
2425,216400.58
2426,137003.53
2427,131133.33
2428,178049.55
2429,114119.26
2430,132618.5
2431,111339.25
2432,148579.06
2433,146362.2
2434,138792.19
2435,153909.88
2436,107287.91
2437,108695.97
2438,133134.39
2439,107386.8
2440,116572.24
2441,100057.25
2442,99539.31
2443,120273.94
2444,136389.9
2445,85466.484
2446,130948.375
2447,186619.81
2448,126976.39
2449,109153.664
2450,146425.73
2451,132111.05
2452,203709.25
2453,96532.086
2454,118531.72
2455,124948.43
2456,131471.67
2457,126914.4
2458,124294.28
2459,105695.19
2460,129065.32
2461,114978.234
2462,142436.31
2463,120666.74
2464,167923.22
2465,136485.8
2466,111650.16
2467,129923.37
2468,72642.58
2469,77729.39
2470,190903.34
2471,210557.3
2472,174809.84
2473,117017.555
2474,83656.71
2475,233492.05
2476,120923.984
2477,130027.99
2478,150815.12
2479,106866.875
2480,147927.98
2481,119266.61
2482,129388.586
2483,113433.72
2484,122252.95
2485,124929.24
2486,155389.6
2487,177517.67
2488,163300.44
2489,147865.08
2490,147218.39
2491,96935.61
2492,180494.88
2493,151794.17
2494,160482.39
2495,92639.66
2496,252742.22
2497,158566.56
2498,111681.57
2499,92274.97
2500,128258.555
2501,138967.02
2502,158462.56
2503,101051.984
2504,174461.1
2505,226148.56
2506,262588.12
2507,300980.0
2508,262355.84
2509,214718.17
2510,225004.73
2511,179028.42
2512,201892.2
2513,217763.64
2514,254989.42
2515,153808.34
2516,162991.6
2517,141864.36
2518,153318.17
2519,218473.8
2520,213008.4
2521,188032.03
2522,222583.62
2523,124202.93
2524,135630.06
2525,147707.5
2526,135503.48
2527,113011.84
2528,130674.54
2529,133692.69
2530,118648.44
2531,256520.92
2532,221425.73
2533,196952.6
2534,239903.38
2535,321365.94
2536,233915.52
2537,241089.16
2538,193065.81
2539,186895.89
2540,174260.39
2541,187038.19
2542,166176.39
2543,125173.01
2544,125712.67
2545,137360.44
2546,128474.625
2547,140259.45
2548,153109.08
2549,155358.92
2550,639228.06
2551,136769.2
2552,131505.53
2553,80373.0
2554,93384.234
2555,116689.25
2556,101990.35
2557,113671.31
2558,159705.4
2559,144240.86
2560,147491.58
2561,135236.9
2562,135876.95
2563,148895.11
2564,204520.6
2565,131230.78
2566,160592.92
2567,137147.86
2568,192685.06
2569,215367.88
2570,114750.055
2571,184546.8
2572,164266.2
2573,227466.7
2574,270535.8
2575,130508.16
2576,119877.03
2577,141083.58
2578,81982.47
2579,66140.41
2580,106533.83
2581,102770.875
2582,100365.375
2583,293818.84
2584,172672.6
2585,171009.2
2586,225411.52
2587,206300.5
2588,147277.22
2589,152590.72
2590,208402.31
2591,219227.88
2592,215592.89
2593,267117.88
2594,180839.12
2595,204366.75
2596,305574.28
2597,183250.03
2598,284562.6
2599,321610.0
2600,138153.02
2601,146210.0
2602,85578.38
2603,94601.164
2604,89162.39
2605,81860.664
2606,152769.38
2607,191567.56
2608,212559.12
2609,171382.92
2610,105198.305
2611,124100.51
2612,156018.31
2613,134190.73
2614,128298.31
2615,154362.03
2616,143065.14
2617,184432.25
2618,189675.12
2619,197220.81
2620,185232.53
2621,178888.31
2622,183239.03
2623,259345.55
2624,309839.56
2625,297854.4
2626,170615.31
2627,164014.34
2628,472314.28
2629,483109.3
2630,335955.25
2631,449079.94
2632,442440.25
2633,300329.7
2634,412479.8
2635,158285.25
2636,181509.86
2637,177890.0
2638,255582.5
2639,185528.47
2640,155026.8
2641,102596.47
2642,185826.14
2643,97225.766
2644,126925.66
2645,103651.33
2646,96686.69
2647,101121.59
2648,143680.56
2649,148848.39
2650,144515.14
2651,147491.3
2652,412756.06
2653,248384.47
2654,230986.22
2655,421526.8
2656,321876.3
2657,365246.88
2658,312185.12
2659,294606.44
2660,345293.3
2661,358024.88
2662,365130.56
2663,276820.16
2664,266288.7
2665,321385.25
2666,286976.94
2667,166760.14
2668,183535.3
2669,175899.36
2670,281527.75
2671,190417.14
2672,196577.3
2673,208594.0
2674,199765.33
2675,170244.56
2676,193994.92
2677,195991.19
2678,249830.55
2679,280453.72
2680,270282.56
2681,423391.4
2682,331713.66
2683,519195.16
2684,318856.84
2685,336069.3
2686,260205.2
2687,322363.53
2688,219741.75
2689,203968.19
2690,478571.38
2691,180064.53
2692,134677.8
2693,191327.84
2694,135606.9
2695,197092.95
2696,186770.98
2697,188547.56
2698,191261.8
2699,168903.28
2700,159109.62
2701,152965.31
2702,108195.81
2703,125697.93
2704,141893.45
2705,117692.09
2706,116261.375
2707,131121.08
2708,131980.45
2709,102896.89
2710,127620.18
2711,257563.48
2712,399971.78
2713,168631.28
2714,148312.06
2715,165474.7
2716,135767.77
2717,184465.16
2718,233056.0
2719,149781.97
2720,173640.28
2721,133955.47
2722,164869.81
2723,142419.33
2724,129478.94
2725,132173.17
2726,151452.34
2727,179682.16
2728,168678.08
2729,148124.78
2730,146776.8
2731,131402.73
2732,128597.33
2733,160085.25
2734,136983.67
2735,135270.95
2736,142663.06
2737,125716.99
2738,138981.86
2739,166529.53
2740,135971.06
2741,147617.52
2742,151566.48
2743,158998.89
2744,164969.22
2745,140115.06
2746,138302.25
2747,135793.92
2748,120944.98
2749,131546.42
2750,132411.75
2751,134326.47
2752,201155.94
2753,149356.89
2754,204094.47
2755,132742.64
2756,89982.88
2757,70438.06
2758,81352.92
2759,159721.7
2760,122888.97
2761,149808.67
2762,149032.06
2763,181778.89
2764,136686.66
2765,301436.44
2766,136480.47
2767,87038.55
2768,133468.73
2769,133432.72
2770,144537.05
2771,110221.27
2772,116763.945
2773,152769.1
2774,141477.4
2775,121287.57
2776,134264.47
2777,143761.7
2778,101538.58
2779,125829.86
2780,106197.05
2781,95878.28
2782,92031.17
2783,99559.91
2784,122130.945
2785,130709.44
2786,69319.29
2787,124907.805
2788,73047.875
2789,177807.75
2790,87332.805
2791,115889.42
2792,62514.99
2793,151653.67
2794,95537.375
2795,123733.92
2796,97391.69
2797,192838.38
2798,105118.08
2799,120881.9
2800,62539.676
2801,110668.82
2802,130338.74
2803,166163.39
2804,129596.67
2805,101483.59
2806,81809.94
2807,159544.8
2808,145660.81
2809,138671.52
2810,130199.1
2811,153322.27
2812,156562.94
2813,155012.17
2814,160193.08
2815,102318.86
2816,253518.33
2817,151494.81
2818,124450.26
2819,165817.34
2820,139050.4
2821,112648.25
2822,205717.38
2823,314839.53
2824,180134.95
2825,138424.83
2826,131073.31
2827,143807.38
2828,210462.73
2829,203065.28
2830,228889.2
2831,182297.28
2832,254959.52
2833,286640.22
2834,212601.5
2835,213580.61
2836,190750.47
2837,142394.2
2838,153337.62
2839,175347.98
2840,205386.88
2841,206159.08
2842,232682.9
2843,148464.48
2844,163896.44
2845,123378.54
2846,207062.7
2847,195766.66
2848,223668.86
2849,201209.08
2850,283432.1
2851,230319.94
2852,241784.97
2853,233415.67
2854,141736.97
2855,195117.84
2856,206253.88
2857,189665.19
2858,199719.61
2859,124327.125
2860,127930.55
2861,120519.875
2862,189296.9
2863,129968.36
2864,241877.0
2865,138075.31
2866,142270.28
2867,93533.88
2868,93477.97
2869,112777.45
2870,124427.71
2871,80194.22
2872,48518.43
2873,105372.62
2874,141567.3
2875,117315.34
2876,171715.2
2877,147397.92
2878,174902.72
2879,149111.1
2880,105898.59
2881,149621.34
2882,169956.47
2883,196668.61
2884,204135.16
2885,188261.17
2886,224995.28
2887,96159.31
2888,136339.58
2889,52482.13
2890,79249.11
2891,137844.4
2892,50837.47
2893,78522.445
2894,55478.984
2895,313898.44
2896,281936.4
2897,210267.33
2898,152527.72
2899,220768.08
2900,156148.56
2901,206424.28
2902,180288.6
2903,347932.12
2904,355375.28
2905,81173.36
2906,194694.4
2907,111161.53
2908,136473.7
2909,147667.22
2910,80437.72
2911,82156.22
2912,147364.05
2913,86088.6
2914,73023.36
2915,81848.09
2916,85288.89
2917,167497.14
2918,120820.7
2919,228009.02
